target_id,rel_name,k12_name,k12_accession_1,k12_accession_2,rel_product,k12_product,rel_pathways,k12_pathways,rel_reactions,k12_reactions,rel_url,k12_url
ECB_03712,ECB_03712,NA,NA,NA,carbamate kinase,NA,allantoin degradation IV (anaerobic),NA,CARBAMATE-KINASE-RXN,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3956,NA
ECB_01606,pdxY,pdxY,b1636,ECK1632,pyridoxal kinase 2,pyridoxal kinase 2,"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"" // ""pyridoxal 5'-phosphate salvage I","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"" // ""pyridoxal 5'-phosphate salvage I",PYRIDOXKIN-RXN,PYRIDOXKIN-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1804,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6879
ECB_04114,pyrL,pyrL,b4246,ECK4241,<i>pyrBI</i> operon leader peptide,<i>pyrBI</i> operon leader peptide,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4377,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11279
ECB_02067,yohF,yohF,b2137,ECK2130,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,putative oxidoreductase YohF,NA,NA,acetoin:NADP+ oxidoreductase,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2274,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12019
ECB_00550,fepA,fepA,b0584,ECK0576,ferric enterobactin outer membrane transport complex,ferric enterobactin outer membrane transport complex,NA,NA,RXN0-1682,RXN0-1682,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-735,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10293
ECB_02469,yfiC,yfiC,b2575,ECK2573,tRNA m<sup>6</sup>A37 methyltransferase,tRNA m<sup>6</sup>A37 methyltransferase,NA,NA,RXN-12480,RXN-12480,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2682,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11538
ECB_02887,yqhH,yqhH,b3014,ECK3006,predicted outer membrane lipoprotein,lipoprotein YqhH,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3112,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7567
ECB_03280,glgP,malP,b3417,ECK3404,glycogen phosphorylase,maltodextrin phosphorylase,glycogen degradation I,glycogen degradation I,glycogen phosphorylase,RXN-9025 // RXN-14286 // RXN-14285 // RXN-14284 // RXN0-5182 // RXN0-5184,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3514,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10560
ECB_01086,plsX,plsX,b1090,ECK1076,NA,putative phosphate acyltransferase,NA,NA,NA,RXN-9590,NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11437
ECB_01591,malY,malY,b1622,ECK1617,negative regulator of MalT activity/cystathionine &beta;-lyase,negative regulator of MalT activity/cystathionine &beta;-lyase,"superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis"" // ""homoserine and methionine biosynthesis"" // ""superpathway of lysine, threonine and methionine biosynthesis I"" // ""aspartate superpathway"" // ""methionine biosynthesis I"" // ""L-cysteine degradation II"" // ""superpathway of alanine biosynthesis"" // ""alanine biosynthesis I"" // ""alanine degradation I","superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis"" // ""superpathway of L-homoserine and L-methionine biosynthesis"" // ""superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"" // ""aspartate superpathway"" // ""L-methionine biosynthesis I"" // ""L-cysteine degradation II"" // ""L-alanine degradation I"" // ""alanine racemization",CYSTATHIONINE-BETA-LYASE-RXN // RXN-15131 // LCYSDESULF-RXN // RXN-15129 // ALARACECAT-RXN,CYSTATHIONINE-BETA-LYASE-RXN // RXN-15131 // LCYSDESULF-RXN // RXN-15129 // ALARACECAT-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1789,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10564
ECB_00250,ecpC,ecpC,b0291,ECK0290,outer membrane protein associated with <i>E. coli</i> common pilus formation - cryptic,putative fimbrial usher protein EcpC,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-436,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6162
ECB_02045,molR,yehI,b2118,ECK2109,molybdate metabolism regulator,DUF4132 domain-containing protein YehI,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2252,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11995
ECB_00532,cusR,cusR,b0571,ECK0563,DNA-binding transcriptional activator CusR,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-718,NA
ECB_02455,yfhH,yfhH,b2561,ECK2559,predicted DNA-binding transcriptional regulator,putative DNA-binding transcriptional regulator YfhH,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2668,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12308
ECB_02869,hybD,hybD,b2993,ECK2987,NA,putative hydrogenase 2 maturation protease,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11802
ECB_03262,feoC,feoC,b3410,ECK3397,predicted DNA-binding transcriptional regulator,ferrous iron transport protein FeoC,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3496,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12933
ECB_01068,flgA,flgA,b1072,ECK1057,flagellar basal body P-ring formation protein FlgA,flagellar basal body P-ring formation protein FlgA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1269,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G357
ECB_04078,ytfB,ytfB,b4206,ECK4202,predicted cell envelope opacity-associated protein,cell division protein YtfB,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4343,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7864
ECB_02023,insB-15,NA,NA,NA,IS1 protein InsB,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2230,NA
ECB_00502,ybcQ,ybcQ,b0551,ECK0543,DLP12 prophage; putative antitermination protein,DLP12 prophage; putative antitermination protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-689,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6307
ECB_00087,murF,murF,b0086,ECK0087,GCQD-265-MONOMER,UDP-NACMURALGLDAPAALIG-MONOMER,"peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)"" // ""UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-DAP-containing)","peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)"" // ""UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)","UDP-<I>N</I>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelate ligase","UDP-<I>N</I>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelate ligase",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-265,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10622
ECB_00129,yadE,yadE,b0130,ECK0129,predicted polysaccharide deacetylase lipoprotein,putative polysaccharide deacetylase lipoprotein YadE,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-307,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11749
ECB_03247,hofM,hofM,b3395,ECK3382,DNA utilization protein HofM,DNA utilization protein HofM,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3481,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7739
ECB_01045,opgG,opgG,b1048,ECK1034,osmoregulated periplasmic glucans (OPGs) biosynthesis protein G,osmoregulated periplasmic glucans (OPGs) biosynthesis protein G,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1246,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11885
ECB_00206,yafS,yafS,b0213,ECK0213,predicted S-adenosyl-L-methionine-dependent methyltransferase,putative S-adenosyl-L-methionine-dependent methyltransferase,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-390,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6100
ECB_01557,ynfF,ynfE,b1587,ECK1582,selenate reductase,selenate reductase,NA,NA,RXN0-2101,RXN0-2101,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1755,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6845
ECB_01997,ECB_01997,NA,NA,NA,baseplate assembly protein W,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2205,NA
ECB_00479,folD,folD,b0529,ECK0522,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase","bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",formylTHF biosynthesis,folate transformations III (<i>E. coli</i>),METHENYLTHFCYCLOHYDRO-RXN // METHYLENETHFDEHYDROG-NADP-RXN,METHENYLTHFCYCLOHYDRO-RXN // METHYLENETHFDEHYDROG-NADP-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-665,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10328
ECB_02421,iscU,iscU,b2529,ECK2526,scaffold protein for iron-sulfur cluster assembly,scaffold protein for iron-sulfur cluster assembly,NA,NA,RXN-14381,RXN-14381,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2635,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7324
ECB_03227,insB-23,NA,NA,NA,IS1 protein InsB,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3461,NA
ECB_01026,pgaA,pgaA,b1024,ECK1014,"partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine outer membrane porin","partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine outer membrane porin",NA,NA,TRANS-RXN0-275,TRANS-RXN0-275,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1226,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6531
ECB_03642,hdfR,hdfR,b4480,ECK3756,DNA-binding transcriptional dual regulator HdfR,DNA-binding transcriptional dual regulator HdfR,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3882,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11449
ECB_01521,essQ,essQ,b1556,ECK1550,Qin prophage; predicted S lysis protein,Qin prophage; putative prophage lysis protein EssQ,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1719,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6829
ECB_04042,hflC,hflC,b4175,ECK4171,FtsH/HflKC protease complex,FtsH/HflKC protease complex,NA,NA,RXN0-3221,RXN0-3221,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4307,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10435
ECB_00040,caiD,caiD,b0036,ECK0037,GCQD-218-MONOMER,CARNRACE-MONOMER,NA,L-carnitine degradation I,CARNDETRU-RXN,CARNDETRU-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-218,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11557
ECB_00459,glxR,glxR,b0509,ECK0502,tartronate semialdehyde reductase 2,tartronate semialdehyde reductase 2,"superpathway of glycol metabolism and degradation"" // ""glycolate and glyoxylate degradation I","superpathway of glycol metabolism and degradation"" // ""glycolate and glyoxylate degradation I",2-hydroxy-3-oxopropionate reductase,RXN0-5289,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-645,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6278
ECB_02404,bamB,bamB,b2512,ECK2508,Outer Membrane Protein Assembly Complex,Outer Membrane Protein Assembly Complex,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2618,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7320
ECB_00125,can,can,b0126,ECK0125,carbonic anhydrase 2,carbonic anhydrase 2,cyanate degradation,NA,RXN0-5224,RXN0-5224,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-303,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12319
ECB_03210,argD,argD,b3359,ECK3347,<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase,<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase,"aspartate superpathway"" // ""superpathway of lysine, threonine and methionine biosynthesis I"" // ""lysine biosynthesis I"" // ""superpathway of arginine and polyamine biosynthesis"" // ""arginine biosynthesis I (via L-ornithine)"" // ""ornithine biosynthesis","superpathway of arginine and polyamine biosynthesis"" // ""L-arginine biosynthesis I (via L-ornithine)"" // ""L-ornithine biosynthesis I"" // ""aspartate superpathway"" // ""superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"" // ""L-lysine biosynthesis I",SUCCINYLDIAMINOPIMTRANS-RXN // ACETYLORNTRANSAM-RXN,ACETYLORNTRANSAM-RXN // SUCCINYLDIAMINOPIMTRANS-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3445,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10066
ECB_01000,torA,torA,b0997,ECK0988,menaquinol:trimethylamine <i>N</i>-oxide oxidoreductase I,menaquinol:trimethylamine <i>N</i>-oxide oxidoreductase I,"formate to trimethylamine <i>N</i>-oxide electron transfer"" // ""NADH to trimethylamine <i>N</i>-oxide electron transfer","hydrogen to trimethylamine N-oxide electron transfer"" // ""formate to trimethylamine <i>N</i>-oxide electron transfer"" // ""NADH to trimethylamine <i>N</i>-oxide electron transfer","Trimethylamine-N-oxide reductase (menaquinone)"" // RXN-19618
""torC","Trimethylamine-N-oxide reductase (menaquinone)"" // RXN-19618
""ybeY",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1200,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11814
ECB_03627,asnC,asnC,b3743,ECK3737,DNA-binding transcriptional dual regulator AsnC,AsnC-L-asparagine,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3861,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10093
ECB_04026,frdA,frdA,b4154,ECK4150,"fumarate reductase flavoprotein subunit"" // ""fumarate reductase membrane protein FrdD"" // ""fumarate reductase membrane protein FrdC"" // ""fumarate reductase iron-sulfur protein","fumarate reductase flavoprotein subunit"" // ""fumarate reductase iron-sulfur protein"" // ""fumarate reductase membrane protein FrdC"" // ""fumarate reductase membrane protein FrdD","respiration (anaerobic)"" // ""mixed acid fermentation"" // ""NADH to fumarate electron transfer","mixed acid fermentation"" // ""NADH to fumarate electron transfer"" // ""hydrogen to fumarate electron transfer"" // ""glycerol-3-phosphate to fumarate electron transfer",R601-RXN,R601-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4288,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10330
ECB_01956,wcaI,wcaI,b2050,ECK2044,colanic acid biosynthesis fucosyltransferase WcaI,colanic acid biosynthesis fucosyltransferase WcaI,NA,NA,RXN0-7341,RXN0-7341,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2164,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11790
ECB_00440,qmcA,qmcA,b0489,ECK0483,"predicted protease, membrane anchored",PHB domain-containing protein QmcA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-626,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6265
ECB_02386,bepA,bepA,b2494,ECK2490,&beta;-barrel assembly-enhancing protease,&beta;-barrel assembly-enhancing protease,NA,NA,3.4.21.107-RXN,3.4.21.107-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2600,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7311
ECB_02779,yqgF,yqgF,b2949,ECK2944,ribonuclease H-like domain containing nuclease,ribonuclease H-like domain containing nuclease,NA,NA,3.1.11.1-RXN,3.1.11.1-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3003,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7525
ECB_03193,rpsL,rpsL,b3342,ECK3329,ribosome,ribosome,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3428,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10911
ECB_00981,appC,cydA,b0733,ECK0721,cytochrome <i>bd</i>-II ubiquinol oxidase,cytochrome <i>bd</i>-I ubiquinol oxidase,"NADH to cytochrome <i>bd</i> oxidase electron transfer"" // ""succinate to cytochrome <i>bd</i> oxidase electron transfer","succinate to cytochrome <i>bd</i> oxidase electron transfer"" // ""NADH to cytochrome <i>bd</i> oxidase electron transfer II"" // ""pyruvate to cytochrome <i>bd</i> oxidase electron transfer"" // ""NADH to cytochrome <i>bd</i> oxidase electron transfer I",ubiquinol oxidase,RXN0-5266 // RXN-19778 // RXN-19777,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1181,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10173
ECB_01940,wbbA,NA,NA,NA,putative glycosyltransferase WbbA,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2148,NA
ECB_00421,dnaX,dnaX,b0470,ECK0464,"DNA polymerase III, holoenzyme",DNA polymerase III subunit &gamma;,NA,NA,DNA-DIRECTED-DNA-POLYMERASE-RXN,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-607,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10245
ECB_02371,gcvR,gcvR,b2479,ECK2475,putative transcriptional regulator GcvR,GcvR-gly,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2585,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11149
ECB_02760,fumE,fumE,b2929,ECK2925,fumarase E,fumarase E,"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"" // ""superpathway of glyoxylate bypass and TCA"" // ""TCA cycle I (prokaryotic)"" // ""respiration (anaerobic)"" // ""mixed acid fermentation","superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"" // ""superpathway of glyoxylate bypass and TCA"" // ""TCA cycle I (prokaryotic)"" // ""mixed acid fermentation",FUMHYDR-RXN,FUMHYDR-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2984,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11162
ECB_03178,gspF,gspF,b3327,ECK3314,Type II secretion system,Type II secretion system,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3413,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7705
ECB_00961,ompA,ompA,b0957,ECK0948,outer membrane protein A,outer membrane protein A,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1160,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10669
ECB_03595,yidZ,yidZ,b3711,ECK3704,putative LysR-type transcriptional regulator YidZ,putative LysR-type transcriptional regulator YidZ,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3829,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11721
ECB_01448,yddV,dosC,b1490,ECK1484,DosC-DosP complex,"diguanylate cyclase DosC"" // ""DosC-DosP complex",NA,NA,RXN0-5359,RXN0-5359,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1648,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6784
ECB_03989,melR,melR,b4118,ECK4111,DNA-binding transcriptional dual regulator MelR,MelR-Melibiose transcriptional activator,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4250,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11230
ECB_01925,hisH,hisH,b2023,ECK2018,"imidazole glycerol phosphate synthase subunit HisF"" // ""imidazole glycerol phosphate synthase subunit HisH","imidazole glycerol phosphate synthase subunit HisH"" // ""imidazole glycerol phosphate synthase subunit HisF","superpathway of histidine, purine, and pyrimidine biosynthesis"" // ""histidine biosynthesis","L-glutamine degradation I"" // ""superpathway of histidine, purine, and pyrimidine biosynthesis"" // ""L-histidine biosynthesis",GLUTAMIDOTRANS-RXN,GLUTAMIDOTRANS-RXN // GLUTAMIN-RXN // RXN-17900,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2133,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10450
ECB_02353,eutS,eutS,b2462,ECK2457,"predicted structural protein, ethanolamine utilization microcompartment",putative ethanolamine catabolic microcompartment shell protein EutS,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2567,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7292
ECB_02744,serA,serA,b2913,ECK2909,phosphoglycerate dehydrogenase,phosphoglycerate dehydrogenase,"superpathway of serine and glycine biosynthesis I"" // ""superpathway of sulfate assimilation and cysteine biosynthesis"" // ""serine biosynthesis","superpathway of L-serine and glycine biosynthesis I"" // ""superpathway of sulfate assimilation and cysteine biosynthesis"" // ""L-serine biosynthesis I",PGLYCDEHYDROG-RXN // KETOGLUTREDUCT-RXN // RXN-16701,PGLYCDEHYDROG-RXN // KETOGLUTREDUCT-RXN // RXN-16701,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2968,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10944
ECB_03163,rpmC,rpmC,b3312,ECK3299,ribosome,ribosome,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3398,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10887
ECB_01941,vioB,NA,NA,NA,VioB,NA,"<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)"" // ""dTDP-<i>N</i>-acetylviosamine biosynthesis",NA,RXNCQD-1,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2149,NA
ECB_00942,elfA,elfA,b0938,ECK0929,putative laminin-binding fimbrial subunit,putative laminin-binding fimbrial subunit,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1141,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6480
ECB_01942,vioA,NA,NA,NA,VioA,NA,"<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)"" // ""dTDP-<i>N</i>-acetylviosamine biosynthesis",NA,2.6.1.33-RXN,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2150,NA
ECB_03576,dgoA,dgoA,b4477,ECK3685,GCQD-3810-MONOMER,DEHYDDEOXPHOSGALACT-ALDOL-MONOMER,D-galactonate degradation,D-galactonate degradation,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,DEHYDDEOXPHOSGALACT-ALDOL-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3810,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG20049
ECB_01432,fdnG,fdnG,b1474,ECK1468,"formate dehydrogenase N subunit &gamma;"" // ""formate dehydrogenase N subunit &alpha;"" // ""formate dehydrogenase N subunit &beta;","formate dehydrogenase N, subcomplex","formate to trimethylamine <i>N</i>-oxide electron transfer"" // ""nitrate reduction III (dissimilatory)"" // ""formate to dimethyl sulfoxide electron transfer","nitrate reduction III (dissimilatory)"" // ""formate to dimethyl sulfoxide electron transfer"" // ""formate to nitrite electron transfer"" // ""formate to trimethylamine <i>N</i>-oxide electron transfer",formate dehydrogenase (menaquinone),formate dehydrogenase (menaquinone),HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1632,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11227
ECB_03971,phnI,phnI,b4099,ECK4092,NA,"carbon-phosphorus lyase core complex"" // ""methylphosphonate degradation complex",NA,"(aminomethyl)phosphonate degradation"" // ""methylphosphonate degradation I",NA,RXN-17954 // RXN0-6732,NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10718
ECB_01904,insD,insCD-1,NA,NA,insertion element IS2 transposase InsD,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2112,NA
ECB_00382,cyoB,cyoB,b0431,ECK0425,cytochrome <i>bo<sub>3</sub></i> ubiquinol oxidase,cytochrome <i>bo<sub>3</sub></i> ubiquinol oxidase,"NADH to cytochrome <i>bo</i> oxidase electron transfer"" // ""proline to cytochrome <i>bo</i> oxidase electron transfer"" // ""succinate to cytochrome <i>bo</i> oxidase electron transfer","proline to cytochrome <i>bo</i> oxidase electron transfer"" // ""NADH to cytochrome <i>bo</i> oxidase electron transfer II"" // ""NADH to cytochrome <i>bo</i> oxidase electron transfer I"" // ""glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer"" // ""D-lactate to cytochrome <i>bo</i> oxidase electron transfer"" // ""pyruvate to cytochrome <i>bo</i> oxidase electron transfer"" // ""succinate to cytochrome <i>bo</i> oxidase electron transfer",RXN0-5268,RXN0-5268,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-568,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10179
ECB_02336,hemF,hemF,b2436,ECK2431,coproporphyrinogen III oxidase,coproporphyrinogen III oxidase,"heme biosynthesis from uroporphyrinogen-III I (aerobic)"" // ""superpathway of heme biosynthesis from uroporphyrinogen-III","heme <i>b</i> biosynthesis I (aerobic)"" // ""superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III",RXN0-1461,RXN0-1461,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2550,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12189
